geoName,geoCode,알러지,keyword,date,대상포진,수족구병,장염,식중독,감기,인플루엔자,동상
강원도,KR-42,87,알러지,2022-03,86,0,0,0,83,0,100
경기도,KR-41,76,알러지,2022-03,55,0,64,55,85,82,73
경상남도,KR-48,70,알러지,2022-03,70,0,80,75,100,0,64
경상북도,KR-47,44,알러지,2022-03,69,0,59,0,87,0,60
광주광역시,KR-29,75,알러지,2022-03,74,0,0,0,67,0,0
대구광역시,KR-27,67,알러지,2022-03,52,0,100,69,88,0,48
대전광역시,KR-30,90,알러지,2022-03,100,0,68,100,76,0,49
부산광역시,KR-26,75,알러지,2022-03,71,0,60,0,96,0,88
서울특별시,KR-11,85,알러지,2022-03,65,0,84,66,86,100,74
울산광역시,KR-31,100,알러지,2022-03,0,0,83,0,87,0,0
인천광역시,KR-28,67,알러지,2022-03,61,0,73,57,85,0,58
전라남도,KR-46,0,알러지,2022-03,0,0,77,0,96,0,0
전라북도,KR-45,80,알러지,2022-03,64,0,63,0,80,0,89
제주특별자치도,KR-49,0,알러지,2022-03,0,0,0,0,62,0,0
충청남도,KR-44,51,알러지,2022-03,47,0,78,97,87,0,48
충청북도,KR-43,0,알러지,2022-03,85,0,62,0,89,0,74
강원도,KR-42,59,알러지,2022-04,0,0,66,70,73,0,75
경기도,KR-41,74,알러지,2022-04,84,0,59,39,80,17,59
경상남도,KR-48,56,알러지,2022-04,90,0,49,54,78,0,68
경상북도,KR-47,73,알러지,2022-04,67,0,68,0,84,0,63
광주광역시,KR-29,52,알러지,2022-04,100,0,70,100,82,0,66
대구광역시,KR-27,85,알러지,2022-04,80,0,50,57,100,0,100
대전광역시,KR-30,51,알러지,2022-04,66,0,58,54,75,0,70
부산광역시,KR-26,84,알러지,2022-04,84,0,50,46,66,0,78
서울특별시,KR-11,94,알러지,2022-04,89,0,59,38,70,37,63
울산광역시,KR-31,100,알러지,2022-04,90,0,100,0,92,0,0
인천광역시,KR-28,51,알러지,2022-04,97,0,61,28,89,0,66
전라남도,KR-46,79,알러지,2022-04,94,0,63,0,75,0,0
전라북도,KR-45,42,알러지,2022-04,89,0,84,0,64,0,72
제주특별자치도,KR-49,0,알러지,2022-04,0,0,0,0,99,0,0
충청남도,KR-44,87,알러지,2022-04,97,0,61,40,83,100,81
충청북도,KR-43,66,알러지,2022-04,66,0,64,0,91,0,85
강원도,KR-42,76,알러지,2022-05,51,0,0,0,73,0,87
경기도,KR-41,88,알러지,2022-05,56,0,65,57,89,80,76
경상남도,KR-48,55,알러지,2022-05,67,0,74,0,91,0,73
경상북도,KR-47,53,알러지,2022-05,35,0,61,78,78,0,67
광주광역시,KR-29,91,알러지,2022-05,71,0,100,0,99,0,79
대구광역시,KR-27,83,알러지,2022-05,62,0,76,57,95,0,90
대전광역시,KR-30,100,알러지,2022-05,68,0,74,0,90,0,65
부산광역시,KR-26,73,알러지,2022-05,60,0,80,74,88,0,74
서울특별시,KR-11,96,알러지,2022-05,52,0,73,48,82,100,67
울산광역시,KR-31,0,알러지,2022-05,74,0,0,0,51,0,0
인천광역시,KR-28,75,알러지,2022-05,55,0,85,100,100,0,100
전라남도,KR-46,0,알러지,2022-05,100,0,82,86,77,0,0
전라북도,KR-45,85,알러지,2022-05,50,0,70,0,99,0,83
제주특별자치도,KR-49,0,알러지,2022-05,0,0,0,0,0,0,0
충청남도,KR-44,59,알러지,2022-05,42,0,74,56,91,0,43
충청북도,KR-43,92,알러지,2022-05,61,0,76,0,90,0,0
강원도,KR-42,70,알러지,2022-06,100,0,50,57,69,0,83
경기도,KR-41,58,알러지,2022-06,54,0,47,40,72,71,71
경상남도,KR-48,73,알러지,2022-06,73,0,54,100,68,0,62
경상북도,KR-47,65,알러지,2022-06,63,0,51,43,89,0,92
광주광역시,KR-29,90,알러지,2022-06,60,0,65,0,97,0,0
대구광역시,KR-27,52,알러지,2022-06,91,0,57,61,66,0,100
대전광역시,KR-30,61,알러지,2022-06,53,0,60,38,56,0,62
부산광역시,KR-26,57,알러지,2022-06,60,0,40,42,83,0,58
서울특별시,KR-11,80,알러지,2022-06,62,0,54,42,74,100,72
울산광역시,KR-31,0,알러지,2022-06,0,0,0,0,0,0,0
인천광역시,KR-28,43,알러지,2022-06,64,0,59,61,75,0,51
전라남도,KR-46,60,알러지,2022-06,55,0,46,57,100,0,0
전라북도,KR-45,0,알러지,2022-06,97,0,42,0,54,0,84
제주특별자치도,KR-49,0,알러지,2022-06,0,0,100,0,0,0,0
충청남도,KR-44,61,알러지,2022-06,31,0,47,43,59,0,56
충청북도,KR-43,100,알러지,2022-06,56,0,50,0,57,0,80
강원도,KR-42,0,알러지,2022-07,43,0,60,61,84,0,74
경기도,KR-41,72,알러지,2022-07,49,100,68,80,83,59,56
경상남도,KR-48,50,알러지,2022-07,62,0,43,73,89,0,61
경상북도,KR-47,44,알러지,2022-07,60,0,48,59,72,0,57
광주광역시,KR-29,67,알러지,2022-07,57,0,72,100,59,0,65
대구광역시,KR-27,69,알러지,2022-07,73,0,52,83,79,0,0
대전광역시,KR-30,66,알러지,2022-07,0,0,81,67,100,0,55
부산광역시,KR-26,68,알러지,2022-07,58,0,56,99,91,0,60
서울특별시,KR-11,81,알러지,2022-07,51,0,69,70,86,100,52
울산광역시,KR-31,100,알러지,2022-07,100,0,100,0,70,0,0
인천광역시,KR-28,83,알러지,2022-07,64,0,66,76,91,0,55
전라남도,KR-46,0,알러지,2022-07,80,0,76,0,63,0,0
전라북도,KR-45,86,알러지,2022-07,69,0,35,69,79,0,100
제주특별자치도,KR-49,0,알러지,2022-07,0,0,0,0,94,0,0
충청남도,KR-44,0,알러지,2022-07,41,0,54,52,80,0,0
충청북도,KR-43,0,알러지,2022-07,73,0,67,0,77,0,0
강원도,KR-42,0,알러지,2022-08,60,0,70,0,83,0,94
경기도,KR-41,68,알러지,2022-08,45,83,85,67,76,81,75
경상남도,KR-48,51,알러지,2022-08,63,0,64,72,79,0,69
경상북도,KR-47,63,알러지,2022-08,29,0,56,0,83,0,0
광주광역시,KR-29,0,알러지,2022-08,0,0,86,0,84,0,84
대구광역시,KR-27,56,알러지,2022-08,62,0,86,0,95,0,65
대전광역시,KR-30,52,알러지,2022-08,43,0,100,0,91,0,72
부산광역시,KR-26,65,알러지,2022-08,45,0,77,95,93,0,75
서울특별시,KR-11,73,알러지,2022-08,46,100,100,61,79,100,74
울산광역시,KR-31,100,알러지,2022-08,0,0,78,0,95,0,0
인천광역시,KR-28,62,알러지,2022-08,55,0,83,65,82,0,100
전라남도,KR-46,0,알러지,2022-08,100,0,56,0,90,0,0
전라북도,KR-45,0,알러지,2022-08,57,0,74,100,85,0,0
제주특별자치도,KR-49,0,알러지,2022-08,0,0,94,0,0,0,0
충청남도,KR-44,72,알러지,2022-08,26,0,75,57,73,0,63
충청북도,KR-43,66,알러지,2022-08,51,0,81,0,100,0,73
강원도,KR-42,76,알러지,2022-09,100,0,61,0,87,0,0
경기도,KR-41,86,알러지,2022-09,74,81,68,44,73,78,72
경상남도,KR-48,72,알러지,2022-09,64,0,73,57,62,100,60
경상북도,KR-47,56,알러지,2022-09,35,0,60,56,90,0,82
광주광역시,KR-29,0,알러지,2022-09,90,0,88,0,72,0,0
대구광역시,KR-27,84,알러지,2022-09,96,0,61,74,100,0,90
대전광역시,KR-30,94,알러지,2022-09,55,0,69,0,61,0,75
부산광역시,KR-26,83,알러지,2022-09,77,0,75,48,59,81,100
서울특별시,KR-11,100,알러지,2022-09,72,100,76,39,76,63,75
울산광역시,KR-31,0,알러지,2022-09,0,0,74,0,60,0,0
인천광역시,KR-28,94,알러지,2022-09,68,0,77,49,88,76,86
전라남도,KR-46,74,알러지,2022-09,0,0,100,0,61,0,0
전라북도,KR-45,72,알러지,2022-09,80,0,82,100,91,0,88
제주특별자치도,KR-49,0,알러지,2022-09,0,0,0,0,0,0,0
충청남도,KR-44,89,알러지,2022-09,67,0,60,0,80,0,45
충청북도,KR-43,86,알러지,2022-09,60,0,54,0,95,0,0
강원도,KR-42,62,알러지,2022-10,73,0,86,0,85,0,0
경기도,KR-41,87,알러지,2022-10,65,0,66,48,71,93,72
경상남도,KR-48,52,알러지,2022-10,100,0,49,0,64,0,0
경상북도,KR-47,43,알러지,2022-10,70,0,55,66,73,0,75
광주광역시,KR-29,100,알러지,2022-10,58,0,92,0,100,0,0
대구광역시,KR-27,62,알러지,2022-10,76,0,53,0,70,0,85
대전광역시,KR-30,85,알러지,2022-10,61,0,100,0,76,0,67
부산광역시,KR-26,68,알러지,2022-10,57,0,54,30,76,77,100
서울특별시,KR-11,93,알러지,2022-10,66,0,76,39,65,87,73
울산광역시,KR-31,0,알러지,2022-10,84,0,99,0,50,0,0
인천광역시,KR-28,81,알러지,2022-10,60,0,91,0,82,100,54
전라남도,KR-46,68,알러지,2022-10,0,0,0,0,68,0,0
전라북도,KR-45,0,알러지,2022-10,70,0,64,0,70,0,77
제주특별자치도,KR-49,0,알러지,2022-10,0,0,0,0,63,0,0
충청남도,KR-44,64,알러지,2022-10,53,0,72,0,52,0,64
충청북도,KR-43,51,알러지,2022-10,0,0,84,100,71,0,75
강원도,KR-42,50,알러지,2022-11,78,0,100,77,84,0,88
경기도,KR-41,55,알러지,2022-11,67,0,74,60,86,28,64
경상남도,KR-48,48,알러지,2022-11,100,0,78,71,79,42,55
경상북도,KR-47,0,알러지,2022-11,97,0,66,59,83,0,69
광주광역시,KR-29,57,알러지,2022-11,66,0,81,0,94,0,72
대구광역시,KR-27,58,알러지,2022-11,70,0,82,97,94,0,81
대전광역시,KR-30,50,알러지,2022-11,0,0,78,100,88,0,100
부산광역시,KR-26,44,알러지,2022-11,56,0,71,58,90,33,93
서울특별시,KR-11,62,알러지,2022-11,77,0,79,50,79,30,65
울산광역시,KR-31,100,알러지,2022-11,0,0,0,0,88,0,0
인천광역시,KR-28,62,알러지,2022-11,57,0,71,74,100,39,98
전라남도,KR-46,0,알러지,2022-11,0,0,59,0,83,0,0
전라북도,KR-45,65,알러지,2022-11,64,0,63,0,94,100,71
제주특별자치도,KR-49,0,알러지,2022-11,0,0,0,0,86,0,0
충청남도,KR-44,68,알러지,2022-11,40,0,64,0,80,53,99
충청북도,KR-43,63,알러지,2022-11,95,0,63,90,69,0,88
강원도,KR-42,0,알러지,2022-12,66,0,91,0,74,100,100
경기도,KR-41,52,알러지,2022-12,68,100,55,57,75,42,59
경상남도,KR-48,38,알러지,2022-12,49,0,52,74,80,0,49
경상북도,KR-47,36,알러지,2022-12,77,0,40,100,90,65,63
광주광역시,KR-29,49,알러지,2022-12,0,0,72,0,84,0,58
대구광역시,KR-27,52,알러지,2022-12,85,0,55,71,100,0,50
대전광역시,KR-30,66,알러지,2022-12,0,0,80,0,81,0,53
부산광역시,KR-26,55,알러지,2022-12,79,0,59,62,85,0,81
서울특별시,KR-11,67,알러지,2022-12,72,0,62,53,79,39,59
울산광역시,KR-31,0,알러지,2022-12,0,0,67,0,86,0,89
인천광역시,KR-28,57,알러지,2022-12,75,0,67,72,90,55,53
전라남도,KR-46,0,알러지,2022-12,100,0,59,0,81,0,0
전라북도,KR-45,0,알러지,2022-12,72,0,45,0,86,0,54
제주특별자치도,KR-49,0,알러지,2022-12,0,0,100,0,64,0,90
충청남도,KR-44,36,알러지,2022-12,71,0,39,0,67,70,76
충청북도,KR-43,100,알러지,2022-12,93,0,0,0,76,0,70
강원도,KR-42,98,알러지,2023-01,78,0,76,100,88,0,100
경기도,KR-41,85,알러지,2023-01,89,0,71,59,85,44,78
경상남도,KR-48,85,알러지,2023-01,74,0,75,50,100,0,84
경상북도,KR-47,77,알러지,2023-01,84,0,60,0,85,0,68
광주광역시,KR-29,73,알러지,2023-01,95,0,61,0,100,0,65
대구광역시,KR-27,89,알러지,2023-01,94,0,66,0,93,100,61
대전광역시,KR-30,57,알러지,2023-01,71,0,83,0,94,0,72
부산광역시,KR-26,59,알러지,2023-01,96,0,80,48,88,78,90
서울특별시,KR-11,100,알러지,2023-01,81,0,73,54,96,48,78
울산광역시,KR-31,0,알러지,2023-01,100,0,84,0,88,0,0
인천광역시,KR-28,98,알러지,2023-01,81,0,72,74,98,0,98
전라남도,KR-46,0,알러지,2023-01,0,0,50,0,93,0,0
전라북도,KR-45,0,알러지,2023-01,85,0,86,0,96,0,81
제주특별자치도,KR-49,0,알러지,2023-01,0,0,100,0,69,0,0
충청남도,KR-44,67,알러지,2023-01,75,0,45,0,91,0,79
충청북도,KR-43,91,알러지,2023-01,45,0,0,83,86,0,53
강원도,KR-42,0,알러지,2023-02,83,0,43,0,56,0,53
경기도,KR-41,73,알러지,2023-02,80,8,55,44,68,100,50
경상남도,KR-48,43,알러지,2023-02,86,0,42,0,82,0,57
경상북도,KR-47,84,알러지,2023-02,81,0,43,0,66,0,53
광주광역시,KR-29,0,알러지,2023-02,78,0,80,0,74,0,58
대구광역시,KR-27,55,알러지,2023-02,77,0,54,0,78,0,72
대전광역시,KR-30,94,알러지,2023-02,92,0,58,100,100,0,0
부산광역시,KR-26,71,알러지,2023-02,64,0,51,94,67,0,59
서울특별시,KR-11,100,알러지,2023-02,74,0,62,70,76,79,54
울산광역시,KR-31,0,알러지,2023-02,75,100,0,0,83,0,0
인천광역시,KR-28,74,알러지,2023-02,78,0,62,74,78,0,67
전라남도,KR-46,0,알러지,2023-02,100,0,81,0,56,0,0
전라북도,KR-45,62,알러지,2023-02,83,0,59,0,84,0,100
제주특별자치도,KR-49,0,알러지,2023-02,0,0,100,0,75,0,0
충청남도,KR-44,82,알러지,2023-02,77,0,59,0,66,0,56
충청북도,KR-43,0,알러지,2023-02,81,0,42,0,82,0,0
강원도,KR-42,58,알러지,2023-03,65,0,58,0,83,0,0
경기도,KR-41,72,알러지,2023-03,54,0,65,54,75,40,60
경상남도,KR-48,69,알러지,2023-03,67,0,79,0,74,0,63
경상북도,KR-47,78,알러지,2023-03,65,0,40,0,85,0,100
광주광역시,KR-29,61,알러지,2023-03,58,0,76,0,81,0,79
대구광역시,KR-27,69,알러지,2023-03,77,0,61,0,84,0,99
대전광역시,KR-30,84,알러지,2023-03,51,0,100,100,86,0,87
부산광역시,KR-26,76,알러지,2023-03,72,0,68,0,89,100,56
서울특별시,KR-11,100,알러지,2023-03,61,0,64,56,90,41,69
울산광역시,KR-31,88,알러지,2023-03,56,0,0,0,78,0,0
인천광역시,KR-28,77,알러지,2023-03,51,0,64,61,99,0,64
전라남도,KR-46,0,알러지,2023-03,100,0,62,0,81,0,0
전라북도,KR-45,0,알러지,2023-03,72,0,46,0,91,0,79
제주특별자치도,KR-49,0,알러지,2023-03,0,0,0,0,96,0,0
충청남도,KR-44,71,알러지,2023-03,54,0,44,0,100,0,67
충청북도,KR-43,48,알러지,2023-03,69,0,48,0,94,0,0
강원도,KR-42,61,알러지,2023-04,53,0,67,90,80,0,68
경기도,KR-41,81,알러지,2023-04,44,0,49,58,85,100,71
경상남도,KR-48,72,알러지,2023-04,43,0,78,67,72,0,75
경상북도,KR-47,64,알러지,2023-04,52,0,46,0,84,0,66
광주광역시,KR-29,53,알러지,2023-04,42,0,100,0,79,0,100
대구광역시,KR-27,42,알러지,2023-04,71,0,55,0,88,0,81
대전광역시,KR-30,77,알러지,2023-04,58,0,70,95,96,0,94
부산광역시,KR-26,77,알러지,2023-04,67,0,67,65,81,0,45
서울특별시,KR-11,95,알러지,2023-04,51,0,58,55,85,71,76
울산광역시,KR-31,66,알러지,2023-04,54,0,0,0,77,0,0
인천광역시,KR-28,71,알러지,2023-04,67,0,79,58,100,0,68
전라남도,KR-46,54,알러지,2023-04,100,0,54,0,83,0,79
전라북도,KR-45,56,알러지,2023-04,70,0,60,0,86,0,65
제주특별자치도,KR-49,100,알러지,2023-04,84,0,0,0,69,0,0
충청남도,KR-44,50,알러지,2023-04,47,0,66,57,79,0,78
충청북도,KR-43,0,알러지,2023-04,40,0,35,100,86,0,98
강원도,KR-42,63,알러지,2023-05,81,0,0,72,61,0,63
경기도,KR-41,75,알러지,2023-05,73,100,71,76,79,27,79
경상남도,KR-48,41,알러지,2023-05,66,0,41,0,64,48,87
경상북도,KR-47,36,알러지,2023-05,57,0,50,0,64,0,68
광주광역시,KR-29,45,알러지,2023-05,68,0,70,84,71,0,0
대구광역시,KR-27,57,알러지,2023-05,96,0,84,72,80,0,86
대전광역시,KR-30,74,알러지,2023-05,60,0,74,0,100,0,100
부산광역시,KR-26,80,알러지,2023-05,100,0,68,51,85,0,81
서울특별시,KR-11,89,알러지,2023-05,67,93,70,62,84,22,84
울산광역시,KR-31,67,알러지,2023-05,70,0,66,0,59,0,0
인천광역시,KR-28,100,알러지,2023-05,70,0,73,0,92,0,69
전라남도,KR-46,45,알러지,2023-05,56,0,77,0,67,0,79
전라북도,KR-45,46,알러지,2023-05,74,0,66,69,57,100,76
제주특별자치도,KR-49,0,알러지,2023-05,0,0,100,0,67,0,0
충청남도,KR-44,87,알러지,2023-05,69,0,53,85,71,0,64
충청북도,KR-43,49,알러지,2023-05,88,0,60,100,69,0,0
강원도,KR-42,58,알러지,2023-06,81,0,40,0,59,0,0
경기도,KR-41,68,알러지,2023-06,94,15,75,84,84,41,89
경상남도,KR-48,44,알러지,2023-06,96,0,62,69,67,0,69
경상북도,KR-47,44,알러지,2023-06,91,0,69,71,58,0,37
광주광역시,KR-29,62,알러지,2023-06,78,0,76,0,72,0,100
대구광역시,KR-27,63,알러지,2023-06,89,0,56,64,82,0,46
대전광역시,KR-30,100,알러지,2023-06,100,0,61,0,87,0,84
부산광역시,KR-26,85,알러지,2023-06,88,0,69,63,98,0,87
서울특별시,KR-11,78,알러지,2023-06,96,22,81,98,95,79,93
울산광역시,KR-31,70,알러지,2023-06,81,0,73,0,61,0,95
인천광역시,KR-28,72,알러지,2023-06,95,0,100,100,100,100,68
전라남도,KR-46,42,알러지,2023-06,62,0,56,0,78,0,87
전라북도,KR-45,49,알러지,2023-06,76,0,58,79,68,0,64
제주특별자치도,KR-49,0,알러지,2023-06,0,0,74,0,89,0,0
충청남도,KR-44,73,알러지,2023-06,83,100,84,68,74,0,59
충청북도,KR-43,66,알러지,2023-06,63,0,53,0,86,0,80
강원도,KR-42,68,알러지,2023-07,51,0,81,0,69,0,0
경기도,KR-41,84,알러지,2023-07,86,100,77,75,84,59,58
경상남도,KR-48,52,알러지,2023-07,88,0,63,54,68,0,38
경상북도,KR-47,68,알러지,2023-07,79,0,55,82,53,0,34
광주광역시,KR-29,68,알러지,2023-07,58,0,84,0,45,0,49
대구광역시,KR-27,77,알러지,2023-07,66,0,58,77,67,0,48
대전광역시,KR-30,72,알러지,2023-07,71,0,100,0,84,0,73
부산광역시,KR-26,73,알러지,2023-07,81,0,75,100,86,0,67
서울특별시,KR-11,100,알러지,2023-07,100,0,87,78,90,99,57
울산광역시,KR-31,92,알러지,2023-07,0,0,57,0,60,0,61
인천광역시,KR-28,90,알러지,2023-07,93,0,95,62,100,100,58
전라남도,KR-46,85,알러지,2023-07,71,0,78,99,54,0,51
전라북도,KR-45,63,알러지,2023-07,0,0,60,0,59,0,60
제주특별자치도,KR-49,0,알러지,2023-07,0,0,83,0,89,0,100
충청남도,KR-44,62,알러지,2023-07,79,0,68,64,69,0,40
충청북도,KR-43,71,알러지,2023-07,58,0,54,85,65,0,63
강원도,KR-42,42,알러지,2023-08,81,0,62,0,66,0,89
경기도,KR-41,64,알러지,2023-08,77,0,75,60,83,80,72
경상남도,KR-48,36,알러지,2023-08,92,0,57,0,76,0,76
경상북도,KR-47,41,알러지,2023-08,65,0,71,0,83,0,62
광주광역시,KR-29,60,알러지,2023-08,63,0,48,0,72,0,67
대구광역시,KR-27,61,알러지,2023-08,92,0,48,87,71,0,44
대전광역시,KR-30,100,알러지,2023-08,74,0,76,100,93,0,69
부산광역시,KR-26,57,알러지,2023-08,75,0,78,81,88,0,61
서울특별시,KR-11,83,알러지,2023-08,86,0,86,70,96,100,86
울산광역시,KR-31,0,알러지,2023-08,100,0,43,0,73,0,88
인천광역시,KR-28,60,알러지,2023-08,90,0,81,62,100,0,84
전라남도,KR-46,0,알러지,2023-08,70,0,100,0,70,0,78
전라북도,KR-45,34,알러지,2023-08,69,0,53,0,76,0,86
제주특별자치도,KR-49,0,알러지,2023-08,0,0,0,0,81,0,0
충청남도,KR-44,53,알러지,2023-08,75,0,58,0,88,0,78
충청북도,KR-43,67,알러지,2023-08,81,0,75,0,76,0,100
강원도,KR-42,61,알러지,2023-09,73,0,100,0,56,0,51
경기도,KR-41,77,알러지,2023-09,73,0,71,51,74,29,63
경상남도,KR-48,61,알러지,2023-09,76,0,58,50,62,0,33
경상북도,KR-47,45,알러지,2023-09,100,0,58,0,78,0,50
광주광역시,KR-29,51,알러지,2023-09,44,0,38,0,47,100,48
대구광역시,KR-27,71,알러지,2023-09,56,0,60,55,73,0,53
대전광역시,KR-30,82,알러지,2023-09,71,0,63,100,84,0,68
부산광역시,KR-26,86,알러지,2023-09,83,0,63,54,67,0,55
서울특별시,KR-11,97,알러지,2023-09,92,0,83,59,84,37,75
울산광역시,KR-31,0,알러지,2023-09,0,0,77,0,55,0,0
인천광역시,KR-28,83,알러지,2023-09,100,0,97,44,100,43,71
전라남도,KR-46,67,알러지,2023-09,57,0,68,0,72,0,0
전라북도,KR-45,70,알러지,2023-09,51,0,60,0,58,0,0
제주특별자치도,KR-49,100,알러지,2023-09,0,0,0,0,56,0,0
충청남도,KR-44,58,알러지,2023-09,63,0,77,57,67,0,72
충청북도,KR-43,44,알러지,2023-09,62,0,63,91,62,0,100
강원도,KR-42,41,알러지,2023-10,59,0,97,0,76,0,100
경기도,KR-41,81,알러지,2023-10,77,0,75,73,83,57,86
경상남도,KR-48,27,알러지,2023-10,89,0,74,0,56,0,81
경상북도,KR-47,59,알러지,2023-10,73,0,56,0,62,0,56
광주광역시,KR-29,53,알러지,2023-10,78,0,89,0,78,0,0
대구광역시,KR-27,64,알러지,2023-10,64,0,76,0,83,100,96
대전광역시,KR-30,92,알러지,2023-10,100,0,71,0,100,0,0
부산광역시,KR-26,80,알러지,2023-10,93,0,76,56,74,0,79
서울특별시,KR-11,100,알러지,2023-10,97,0,100,71,93,66,87
울산광역시,KR-31,96,알러지,2023-10,0,0,74,0,67,0,0
인천광역시,KR-28,74,알러지,2023-10,90,0,83,0,100,0,86
전라남도,KR-46,59,알러지,2023-10,70,0,67,0,49,0,0
전라북도,KR-45,62,알러지,2023-10,74,0,94,0,68,0,0
제주특별자치도,KR-49,96,알러지,2023-10,0,0,0,0,66,0,0
충청남도,KR-44,54,알러지,2023-10,68,0,86,85,71,0,52
충청북도,KR-43,57,알러지,2023-10,66,0,0,100,65,0,73
강원도,KR-42,64,알러지,2023-11,77,0,66,0,75,0,74
경기도,KR-41,61,알러지,2023-11,69,0,71,62,75,66,83
경상남도,KR-48,36,알러지,2023-11,73,0,60,0,59,62,54
경상북도,KR-47,51,알러지,2023-11,50,0,86,100,58,81,56
광주광역시,KR-29,72,알러지,2023-11,75,0,62,0,53,0,83
대구광역시,KR-27,43,알러지,2023-11,77,0,68,65,68,71,75
대전광역시,KR-30,75,알러지,2023-11,100,0,81,0,100,0,0
부산광역시,KR-26,84,알러지,2023-11,70,0,58,73,80,100,86
서울특별시,KR-11,100,알러지,2023-11,76,0,91,71,85,75,100
울산광역시,KR-31,0,알러지,2023-11,0,0,79,0,79,0,0
인천광역시,KR-28,68,알러지,2023-11,72,0,100,55,87,82,56
전라남도,KR-46,59,알러지,2023-11,65,0,48,100,57,0,0
전라북도,KR-45,0,알러지,2023-11,65,0,60,0,61,0,65
제주특별자치도,KR-49,0,알러지,2023-11,0,0,0,0,59,0,0
충청남도,KR-44,71,알러지,2023-11,69,0,92,71,77,81,89
충청북도,KR-43,42,알러지,2023-11,73,0,56,89,76,0,81
강원도,KR-42,49,알러지,2023-12,88,0,41,0,72,0,65
경기도,KR-41,62,알러지,2023-12,74,0,82,79,80,56,86
경상남도,KR-48,31,알러지,2023-12,51,0,74,0,65,57,51
경상북도,KR-47,40,알러지,2023-12,74,0,71,0,52,0,58
광주광역시,KR-29,60,알러지,2023-12,63,0,100,0,58,0,0
대구광역시,KR-27,52,알러지,2023-12,87,0,72,68,68,0,100
대전광역시,KR-30,83,알러지,2023-12,97,0,94,0,81,100,91
부산광역시,KR-26,34,알러지,2023-12,84,0,78,82,81,53,60
서울특별시,KR-11,80,알러지,2023-12,100,0,96,82,83,67,100
울산광역시,KR-31,0,알러지,2023-12,0,0,83,0,65,0,0
인천광역시,KR-28,69,알러지,2023-12,90,0,98,100,100,0,92
전라남도,KR-46,0,알러지,2023-12,0,0,59,0,55,0,61
전라북도,KR-45,59,알러지,2023-12,93,0,86,0,52,0,73
제주특별자치도,KR-49,100,알러지,2023-12,0,0,98,0,62,0,0
충청남도,KR-44,64,알러지,2023-12,68,0,73,60,70,66,85
충청북도,KR-43,0,알러지,2023-12,51,0,60,98,63,91,87
강원도,KR-42,0,알러지,2024-01,73,0,56,85,60,0,82
경기도,KR-41,84,알러지,2024-01,100,0,77,76,78,83,81
경상남도,KR-48,48,알러지,2024-01,48,0,78,59,60,0,65
경상북도,KR-47,63,알러지,2024-01,53,0,61,55,58,0,88
광주광역시,KR-29,46,알러지,2024-01,63,0,80,0,74,0,68
대구광역시,KR-27,57,알러지,2024-01,79,0,68,59,75,0,96
대전광역시,KR-30,79,알러지,2024-01,56,0,84,79,100,0,80
부산광역시,KR-26,35,알러지,2024-01,99,0,83,63,81,0,82
서울특별시,KR-11,87,알러지,2024-01,95,0,100,81,91,100,89
울산광역시,KR-31,0,알러지,2024-01,0,0,100,0,71,0,0
인천광역시,KR-28,100,알러지,2024-01,62,0,83,100,88,0,100
전라남도,KR-46,0,알러지,2024-01,65,0,69,93,62,0,64
전라북도,KR-45,0,알러지,2024-01,79,0,48,0,63,0,75
제주특별자치도,KR-49,0,알러지,2024-01,0,0,0,0,58,0,0
충청남도,KR-44,59,알러지,2024-01,76,0,62,0,66,0,82
충청북도,KR-43,0,알러지,2024-01,63,0,57,0,66,0,0
강원도,KR-42,92,알러지,2024-02,80,0,60,0,75,0,64
경기도,KR-41,74,알러지,2024-02,73,0,72,31,80,100,85
경상남도,KR-48,53,알러지,2024-02,51,0,36,0,62,0,56
경상북도,KR-47,47,알러지,2024-02,52,0,52,0,73,0,74
광주광역시,KR-29,83,알러지,2024-02,57,0,86,0,73,0,0
대구광역시,KR-27,51,알러지,2024-02,40,0,60,37,71,0,80
대전광역시,KR-30,100,알러지,2024-02,48,0,78,97,82,0,70
부산광역시,KR-26,65,알러지,2024-02,60,0,82,33,79,0,73
서울특별시,KR-11,85,알러지,2024-02,87,0,99,42,100,91,95
울산광역시,KR-31,71,알러지,2024-02,0,0,63,100,78,0,0
인천광역시,KR-28,57,알러지,2024-02,74,0,100,49,97,0,73
전라남도,KR-46,0,알러지,2024-02,52,0,72,0,71,0,0
전라북도,KR-45,0,알러지,2024-02,62,0,47,0,46,0,100
제주특별자치도,KR-49,0,알러지,2024-02,0,0,82,0,49,0,0
충청남도,KR-44,67,알러지,2024-02,100,0,70,0,72,0,42
충청북도,KR-43,82,알러지,2024-02,0,0,64,0,58,0,63
강원도,KR-42,62,알러지,2024-03,57,0,78,0,83,0,0
경기도,KR-41,80,알러지,2024-03,76,0,73,54,85,95,76
경상남도,KR-48,49,알러지,2024-03,47,0,52,59,68,0,62
경상북도,KR-47,40,알러지,2024-03,48,0,53,54,60,0,61
광주광역시,KR-29,63,알러지,2024-03,100,0,52,84,66,0,60
대구광역시,KR-27,66,알러지,2024-03,60,0,43,71,86,0,72
대전광역시,KR-30,95,알러지,2024-03,62,0,100,0,91,0,57
부산광역시,KR-26,62,알러지,2024-03,52,0,75,40,83,0,43
서울특별시,KR-11,99,알러지,2024-03,81,0,92,51,86,100,81
