date,알러지,대상포진,수족구병,장염,식중독,감기,인플루엔자,동상
2019-03-14,78,53,0.0,60,0.0,65,0.0,0
2019-03-15,0,63,0.0,0,81.0,48,0.0,0
2019-03-16,0,0,0.0,0,0.0,50,0.0,0
2019-03-17,80,92,0.0,82,0.0,80,0.0,0
2019-03-18,0,69,0.0,69,0.0,47,0.0,0
2019-03-19,0,0,0.0,66,0.0,45,0.0,0
2019-03-20,80,79,0.0,0,0.0,66,0.0,0
2019-03-21,0,86,0.0,76,0.0,79,0.0,0
2019-03-22,0,100,0.0,64,0.0,57,0.0,0
2019-03-23,0,69,0.0,0,0.0,83,0.0,0
2019-03-24,80,0,0.0,0,0.0,66,0.0,0
2019-03-25,0,77,0.0,67,0.0,79,0.0,79
2019-03-26,80,0,0.0,87,100.0,80,100.0,100
2019-03-27,72,97,0.0,87,0.0,56,0.0,0
2019-03-28,68,0,0.0,100,0.0,78,0.0,0
2019-03-29,0,89,0.0,76,0.0,64,0.0,0
2019-03-30,0,71,0.0,0,0.0,79,0.0,0
2019-03-31,0,91,0.0,0,0.0,74,0.0,0
2019-04-01,64,72,0.0,50,0.0,100,,0
2019-04-02,0,74,0.0,0,0.0,53,,0
2019-04-03,0,41,0.0,0,0.0,68,,0
2019-04-04,0,59,0.0,70,0.0,58,,80
2019-04-05,0,60,0.0,0,0.0,68,,63
2019-04-06,0,50,0.0,60,0.0,73,,0
2019-04-07,0,0,0.0,0,0.0,82,,69
2019-04-08,60,87,100.0,66,0.0,74,,91
2019-04-09,63,56,0.0,60,0.0,66,,0
2019-04-10,0,53,0.0,74,0.0,75,,60
2019-04-11,100,0,0.0,45,0.0,85,,65
2019-04-12,0,56,0.0,58,0.0,63,,0
2019-04-13,0,0,0.0,0,0.0,79,,0
2019-04-14,0,57,0.0,0,0.0,78,,0
2019-04-15,0,68,0.0,66,0.0,91,,0
2019-04-16,0,46,0.0,66,0.0,81,,0
2019-04-17,63,100,0.0,82,100.0,72,,0
2019-04-18,0,80,0.0,52,0.0,82,,0
2019-04-19,0,57,0.0,57,0.0,64,,100
2019-04-20,0,64,0.0,0,0.0,72,,95
2019-04-21,0,0,0.0,0,0.0,87,,0
2019-04-22,0,49,0.0,57,0.0,66,,0
2019-04-23,61,63,0.0,0,0.0,69,,62
2019-04-24,85,58,0.0,88,0.0,50,,0
2019-04-25,0,0,0.0,0,0.0,62,,0
2019-04-26,92,49,0.0,100,0.0,50,,0
2019-04-27,0,0,0.0,0,0.0,48,,0
2019-04-28,67,0,0.0,0,0.0,74,,0
2019-04-29,0,81,0.0,53,77.0,70,,0
2019-04-30,0,50,0.0,0,90.0,63,,0
2019-05-01,95,50,,0,0.0,78,,93
2019-05-02,74,67,,0,0.0,48,,0
2019-05-03,69,53,,48,0.0,72,,0
2019-05-04,0,0,,0,0.0,51,,0
2019-05-05,0,100,,62,0.0,68,,0
2019-05-06,83,56,,0,0.0,63,,79
2019-05-07,85,40,,0,0.0,86,,0
2019-05-08,65,77,,44,0.0,90,,0
2019-05-09,0,47,,74,0.0,83,,0
2019-05-10,0,80,,0,0.0,61,,0
2019-05-11,96,56,,0,0.0,70,,0
2019-05-12,0,54,,100,0.0,100,,0
2019-05-13,85,62,,55,0.0,70,,0
2019-05-14,0,86,,56,0.0,65,,0
2019-05-15,100,36,,60,0.0,70,,74
2019-05-16,64,66,,73,0.0,78,,0
2019-05-17,0,56,,72,0.0,59,,90
2019-05-18,0,61,,0,0.0,79,,0
2019-05-19,77,65,,52,0.0,72,,0
2019-05-20,82,89,,52,0.0,69,,0
2019-05-21,0,45,,51,0.0,64,,0
2019-05-22,82,77,,66,0.0,62,,0
2019-05-23,0,84,,48,100.0,63,,95
2019-05-24,0,65,,89,0.0,63,,0
2019-05-25,0,0,,50,0.0,80,,0
2019-05-26,75,64,,50,89.0,72,,100
2019-05-27,69,77,,53,0.0,62,,0
2019-05-28,0,41,,0,78.0,62,,75
2019-05-29,75,90,,53,0.0,69,,0
2019-05-30,68,43,,53,0.0,43,,0
2019-05-31,0,71,,56,0.0,51,,0
2019-06-01,0,69,0.0,65,0.0,51,,0
2019-06-02,0,0,0.0,44,100.0,85,,0
2019-06-03,0,75,0.0,0,0.0,77,,0
2019-06-04,63,84,0.0,54,0.0,78,,76
2019-06-05,0,0,0.0,42,0.0,60,,100
2019-06-06,68,62,0.0,53,0.0,81,,0
2019-06-07,61,81,0.0,39,0.0,83,,0
2019-06-08,0,0,0.0,45,0.0,79,,90
2019-06-09,0,0,0.0,59,0.0,84,,0
2019-06-10,0,62,0.0,100,0.0,86,,0
2019-06-11,58,67,0.0,76,0.0,100,,0
2019-06-12,78,67,0.0,59,0.0,78,,75
2019-06-13,0,64,0.0,59,0.0,89,,0
2019-06-14,0,91,0.0,59,0.0,59,,0
2019-06-15,0,58,0.0,0,0.0,71,,0
2019-06-16,0,74,0.0,42,0.0,87,,0
2019-06-17,0,84,0.0,83,0.0,62,,72
2019-06-18,0,0,0.0,49,0.0,76,,89
2019-06-19,0,47,0.0,72,0.0,79,,80
2019-06-20,0,85,0.0,58,0.0,75,,73
2019-06-21,0,69,0.0,67,0.0,49,,0
2019-06-22,100,79,0.0,0,0.0,95,,0
2019-06-23,0,98,0.0,44,0.0,82,,0
2019-06-24,0,85,100.0,43,0.0,68,,0
2019-06-25,92,89,0.0,62,0.0,71,,73
2019-06-26,0,87,0.0,49,0.0,73,,0
2019-06-27,0,100,0.0,47,0.0,63,,92
2019-06-28,0,57,0.0,0,0.0,58,,93
2019-06-29,0,59,0.0,43,0.0,53,,83
2019-06-30,0,77,0.0,77,0.0,59,,0
2019-07-01,0,57,,0,0.0,54,0.0,0
2019-07-02,50,40,,74,100.0,70,0.0,43
2019-07-03,0,30,,43,0.0,69,0.0,0
2019-07-04,0,39,,60,68.0,58,0.0,0
2019-07-05,59,46,,45,0.0,72,0.0,0
2019-07-06,0,51,,0,0.0,63,0.0,52
2019-07-07,0,46,,47,0.0,62,100.0,64
2019-07-08,61,32,,83,66.0,53,0.0,66
2019-07-09,68,0,,80,0.0,48,0.0,45
2019-07-10,73,34,,41,0.0,55,0.0,60
2019-07-11,0,51,,63,0.0,64,0.0,59
2019-07-12,48,0,,51,0.0,44,0.0,54
2019-07-13,56,42,,0,0.0,78,0.0,0
2019-07-14,100,60,,70,0.0,100,0.0,0
2019-07-15,46,38,,56,80.0,57,0.0,0
2019-07-16,0,0,,73,0.0,69,0.0,0
2019-07-17,0,41,,61,66.0,59,0.0,0
2019-07-18,0,42,,77,73.0,69,0.0,0
2019-07-19,0,38,,80,0.0,71,0.0,47
2019-07-20,0,0,,94,0.0,79,0.0,0
2019-07-21,0,40,,66,0.0,72,0.0,0
2019-07-22,68,40,,53,0.0,66,0.0,0
2019-07-23,0,42,,83,0.0,75,0.0,59
2019-07-24,48,100,,97,0.0,69,0.0,65
2019-07-25,0,38,,71,0.0,37,0.0,0
2019-07-26,0,30,,68,0.0,44,0.0,0
2019-07-27,0,61,,100,0.0,80,0.0,0
2019-07-28,0,0,,83,0.0,92,0.0,60
2019-07-29,73,55,,82,0.0,56,0.0,47
2019-07-30,68,97,,88,88.0,51,0.0,0
2019-07-31,0,62,,67,0.0,41,0.0,100
2019-08-01,76,68,0.0,79,0.0,100,,0
2019-08-02,83,61,100.0,62,0.0,79,,0
2019-08-03,100,62,0.0,56,0.0,75,,0
2019-08-04,0,57,0.0,46,0.0,85,,0
2019-08-05,97,89,0.0,60,0.0,69,,0
2019-08-06,0,84,0.0,66,0.0,68,,0
2019-08-07,74,50,0.0,52,0.0,74,,0
2019-08-08,0,55,0.0,42,0.0,55,,0
2019-08-09,0,66,0.0,56,0.0,77,,0
2019-08-10,0,58,0.0,77,0.0,97,,0
2019-08-11,0,100,0.0,50,0.0,72,,100
2019-08-12,0,79,0.0,72,0.0,55,,0
2019-08-13,76,44,0.0,69,0.0,70,,0
2019-08-14,0,46,0.0,54,0.0,63,,76
2019-08-15,0,48,0.0,0,0.0,53,,0
2019-08-16,99,53,0.0,72,0.0,72,,0
2019-08-17,94,76,0.0,100,0.0,55,,0
2019-08-18,0,49,0.0,94,100.0,87,,0
2019-08-19,84,73,0.0,43,0.0,73,,84
2019-08-20,70,53,0.0,85,86.0,61,,0
2019-08-21,0,79,0.0,44,0.0,58,,72
2019-08-22,69,67,0.0,72,0.0,73,,0
2019-08-23,97,53,0.0,64,0.0,68,,93
2019-08-24,0,54,0.0,52,0.0,79,,0
2019-08-25,88,48,0.0,66,0.0,99,,0
2019-08-26,0,0,0.0,61,0.0,90,,0
2019-08-27,78,79,0.0,62,0.0,0,,0
2019-08-28,67,46,0.0,53,0.0,46,,0
2019-08-29,85,47,0.0,38,0.0,78,,0
2019-08-30,99,82,0.0,72,0.0,48,,0
2019-08-31,0,0,0.0,0,0.0,35,,76
2019-09-01,0,73,,100,0.0,43,,0
2019-09-02,80,73,,44,0.0,62,,67
2019-09-03,68,84,,0,0.0,65,,74
2019-09-04,100,85,,70,0.0,64,,0
2019-09-05,54,43,,40,0.0,48,,0
2019-09-06,67,59,,50,0.0,47,,0
2019-09-07,0,72,,57,0.0,40,,87
2019-09-08,0,67,,54,0.0,64,,93
2019-09-09,83,64,,60,0.0,57,,78
2019-09-10,0,57,,51,0.0,51,,100
2019-09-11,0,75,,50,0.0,44,,0
2019-09-12,90,80,,0,0.0,79,,0
2019-09-13,0,100,,0,0.0,61,,94
2019-09-14,79,94,,57,0.0,76,,81
2019-09-15,90,92,,0,0.0,64,,74
2019-09-16,69,88,,65,0.0,65,,78
2019-09-17,62,73,,44,0.0,81,,0
2019-09-18,0,59,,49,0.0,86,,94
2019-09-19,68,61,,55,0.0,56,,0
2019-09-20,73,69,,57,0.0,100,,0
2019-09-21,0,69,,0,0.0,76,,0
2019-09-22,82,48,,0,100.0,74,,0
2019-09-23,98,70,,37,0.0,84,,82
2019-09-24,65,63,,44,0.0,67,,68
2019-09-25,78,75,,63,0.0,90,,0
2019-09-26,0,43,,51,0.0,68,,0
2019-09-27,0,81,,0,0.0,70,,0
2019-09-28,0,78,,50,0.0,75,,0
2019-09-29,64,76,,54,0.0,77,,0
2019-09-30,96,51,,51,0.0,62,,0
2019-10-01,0,100,,0,,45,0.0,0
2019-10-02,0,76,,64,,41,0.0,69
2019-10-03,0,64,,65,,36,0.0,74
2019-10-04,0,86,,70,,55,0.0,98
2019-10-05,0,79,,0,,60,0.0,0
2019-10-06,63,73,,0,,70,0.0,100
2019-10-07,65,74,,0,,35,0.0,0
2019-10-08,77,78,,100,,61,0.0,0
2019-10-09,0,39,,0,,76,0.0,0
2019-10-10,0,80,,0,,100,0.0,0
2019-10-11,54,58,,0,,83,0.0,0
2019-10-12,0,58,,0,,76,100.0,82
2019-10-13,0,44,,0,,56,0.0,85
2019-10-14,0,57,,63,,69,0.0,74
2019-10-15,100,55,,0,,66,0.0,0
2019-10-16,0,77,,59,,54,0.0,0
2019-10-17,54,59,,0,,48,0.0,83
2019-10-18,60,68,,0,,63,0.0,99
2019-10-19,62,62,,0,,73,0.0,0
2019-10-20,0,38,,0,,56,0.0,0
2019-10-21,0,43,,52,,70,0.0,0
2019-10-22,0,56,,0,,70,0.0,0
2019-10-23,0,73,,0,,67,0.0,78
2019-10-24,59,52,,0,,58,0.0,0
2019-10-25,89,50,,0,,55,0.0,68
2019-10-26,77,46,,0,,59,0.0,0
2019-10-27,0,59,,0,,69,0.0,0
2019-10-28,0,44,,0,,63,0.0,0
2019-10-29,0,96,,57,,76,0.0,97
2019-10-30,66,63,,0,,65,0.0,0
2019-10-31,0,39,,56,,65,0.0,0
2019-11-01,96,73,,53,,68,,0
2019-11-02,0,54,,0,,77,,0
